<Term> <Document> <Freq> <Weight>
17 doc_714 1 0.774706
17 doc_721 1 0.309882
17 doc_873 1 0.258235
17 doc_9 1 0.516471
17 doc_905 1 0.140856
17 doc_965 1 0.309882
17 doc_988 1 0.258235
17% doc_322 1 0.376815
17-18 doc_754 3 2.260890
17-44 doc_516 1 1.004840
17-83 doc_386 1 0.753630
17.3 doc_883 1 0.376815
17.6 doc_25 1 0.502420
171 doc_611 1 0.602904
172 doc_337 1 0.904637
172 doc_436 1 0.301546
1745 doc_510 1 0.602904
1747 doc_511 1 0.430646
175 doc_437 1 0.678478
175 doc_832 1 0.904637
1751 doc_508 1 0.753630
1752 doc_509 1 0.334947
177 doc_1004 1 0.301452
1770 doc_438 1 0.158659
1774 doc_354 1 1.004840
178 doc_975 1 0.502420
1786 doc_427 1 0.274047
18 doc_1017 1 0.173747
18 doc_137 1 0.074463
18 doc_138 1 0.390932
18 doc_150 1 0.195466
18 doc_2 2 0.260621
18 doc_229 1 0.195466
18 doc_242 1 0.223390
18 doc_25 2 0.521242
18 doc_253 1 0.312745
18 doc_260 1 0.390932
18 doc_310 1 0.091984
18 doc_322 1 0.195466
18 doc_325 1 0.390932
18 doc_35 1 0.111695
18 doc_400 1 0.195466
18 doc_412 1 0.390932
18 doc_420 3 0.312745
18 doc_458 1 0.173747
18 doc_463 1 0.260621
18 doc_51 1 0.521242
18 doc_646 1 0.173747
18 doc_667 1 0.521242
18 doc_721 1 0.312745
18 doc_741 1 0.260621
18 doc_75 1 0.223390
18 doc_767 1 0.781863
18 doc_797 1 0.312745
18 doc_868 1 0.223390
18 doc_877 1 0.390932
18% doc_905 2 0.548095
18-22 doc_435 1 0.274047
180 doc_762 1 0.602904
1808 doc_496 1 0.602904
181 doc_894 1 0.502420
183% doc_410 1 0.430646
1831 doc_320 1 1.507260
1835 doc_460 1 0.602904
1837 doc_461 1 1.004840
1845 doc_529 1 0.376815
1846 doc_530 1 0.602904
1848 doc_491 1 0.678478
1848 doc_535 1 0.542782
1849 doc_492 1 0.753630
185 doc_393 1 0.502420
1878 doc_374 1 0.602904
188 doc_342 1 0.430646
1880000 doc_61 1 1.004840
1881 doc_836 1 0.376815
1887 doc_351 1 0.602904
189 doc_343 1 0.502420
19 doc_104 1 0.198971
19 doc_12 2 0.511640
19 doc_196 3 0.383730
19 doc_2 2 0.298457
19 doc_202 1 0.298457
19 doc_243 1 0.162795
19 doc_25 1 0.298457
19 doc_282 1 0.298457
19 doc_359 1 0.223843
19 doc_364 1 0.179074
19 doc_537 4 1.193827
19 doc_758 2 0.596913
19 doc_933 1 0.255820
19 doc_937 1 0.596913
19 doc_938 1 0.179074
19 doc_973 1 0.447685
19 doc_991 1 0.895370
19% doc_799 1 0.334947
19.8 doc_41 1 0.215323
19.8% doc_1004 1 0.301452
19.9% doc_997 1 0.430646
1907 doc_609 1 0.301452
191 doc_322 1 0.339239
191 doc_5 1 0.678478
1912 doc_491 1 0.753630
1914 doc_709 1 0.753630
1916 doc_981 1 1.004840
1921 doc_351 1 0.602904
19299 doc_642 2 0.753630
1931 doc_625 1 0.301452
1935 doc_729 1 1.004840
1936 doc_729 3 3.014521
1938 doc_797 1 0.602904
1940 doc_718 1 0.602904
1940-1941 doc_710 1 1.004840
1940-41 doc_710 1 1.004840
1941 doc_718 1 0.602904
1943 doc_817 1 0.542782
1943 doc_959 1 0.246719
1944 doc_660 1 0.507648
1944 doc_709 1 0.634560
1944 doc_817 1 0.507648
1945 doc_972 1 0.753630
1945-1957 doc_454 1 0.602904
1945-1962 doc_454 2 1.085564
1945-1962 doc_457 1 0.339239
1949 doc_500 1 0.430646
195 doc_342 1 0.387701
195 doc_504 1 0.339239
1950 doc_609 1 0.271391
1950 doc_624 1 0.452318
1953 doc_984 1 1.004840
1954 doc_709 1 0.753630
1955 doc_150 1 0.301715
1955 doc_322 1 0.301715
1955 doc_609 1 0.241372
1955 doc_890 1 0.603430
1956 doc_797 1 0.507648
1956 doc_831 1 0.282027
1956 doc_890 1 0.634560
1957 doc_624 1 0.423040
1957 doc_958 1 0.634560
1957 doc_959 1 0.230749
1958 doc_456 1 0.804573
1958 doc_588 1 0.344817
1958 doc_734 1 0.482744
1958 doc_797 1 0.482744
1958-1962 doc_454 1 0.602904
1959 doc_378 1 0.193102
1959 doc_688 1 0.579307
1959 doc_731 1 0.463445
1959 doc_780 1 0.463445
1959 doc_809 1 0.463445
1959-1962 doc_970 1 1.004840
1960 doc_533 1 0.192215
1960 doc_582 1 0.704787
1960 doc_588 1 0.302052
1960 doc_718 1 0.422872
1960 doc_739 1 0.528590
1960 doc_742 2 1.409574
1960 doc_797 1 0.422872
1960 doc_86 1 0.528590
1961 doc_1004 1 0.206363
1961 doc_150 1 0.257953
1961 doc_243 1 0.187602
1961 doc_322 1 0.257953
1961 doc_624 1 0.343938
1961 doc_718 1 0.412725
1961 doc_797 3 1.238175
1961 doc_919 1 0.412725
1961 doc_959 1 0.187602
1962 doc_660 1 0.412725
1962 doc_688 3 1.547719
1962 doc_770 1 1.031813
1962 doc_780 1 0.412725
1962 doc_797 2 0.825450
1962 doc_825 1 0.687875
1962 doc_959 2 0.375205
1962 doc_972 1 0.515906
1962 doc_981 1 0.687875
1963 doc_243 1 0.179755
1963 doc_549 1 0.395462
1963 doc_611 1 0.395462
1963 doc_633 1 0.094158
1963 doc_658 1 0.395462
1963 doc_688 1 0.494327
1963 doc_698 1 0.329551
1963 doc_737 1 0.659103
1963 doc_797 3 1.186385
1963 doc_80 1 0.098865
1963 doc_999 1 0.179755
1964 doc_143 1 0.223846
1964 doc_178 1 0.559616
1964 doc_549 1 0.447693
1964 doc_551 1 0.279808
1964 doc_633 1 0.106594
1964 doc_802 1 0.559616
1965 doc_196 1 0.165516
1965 doc_395 1 0.289653
1965 doc_740 1 0.386205
1965 doc_797 1 0.463445
1965 doc_861 1 0.463445
1966 doc_155 1 0.274047
197 doc_305 1 0.301546
197 doc_908 1 0.193851
1972 doc_507 1 0.753630
198 doc_3 1 0.542782
198 doc_368 1 0.271391
1991 doc_321 1 0.430646
2 doc_1001 3 0.303811
2 doc_1004 1 0.070889
2 doc_1008 3 0.177223
2 doc_1009 1 0.070889
2 doc_1011 1 0.177223
2 doc_1014 1 0.708891
2 doc_1015 1 0.141778
2 doc_1016 2 0.202540
2 doc_1017 2 0.157531
2 doc_1018 1 0.088611
2 doc_1021 2 0.354446
2 doc_1023 1 0.236297
2 doc_1031 1 0.101270
2 doc_104 1 0.078766
2 doc_107 1 0.059074
2 doc_11 1 0.177223
2 doc_112 1 0.088611
2 doc_113 2 0.109060
2 doc_115 1 0.118149
2 doc_117 1 0.141778
2 doc_120 1 0.118149
2 doc_122 1 0.088611
2 doc_123 1 0.088611
2 doc_126 1 0.088611
2 doc_136 1 0.177223
2 doc_137 1 0.033757
2 doc_148 1 0.059074
2 doc_149 1 0.141778
2 doc_15 1 0.088611
2 doc_150 1 0.088611
2 doc_153 1 0.177223
2 doc_154 2 0.236297
2 doc_158 2 0.177223
2 doc_159 1 0.078766
2 doc_16 1 0.141778
2 doc_173 2 0.354446
2 doc_174 1 0.101270
2 doc_178 1 0.177223
2 doc_187 2 0.177223
2 doc_194 3 0.303811
2 doc_2 1 0.059074
2 doc_20 1 0.236297
2 doc_200 1 0.078766
2 doc_207 1 0.059074
2 doc_208 1 0.088611
2 doc_212 1 0.078766
2 doc_215 1 0.177223
2 doc_219 1 0.118149
2 doc_222 1 0.177223
2 doc_224 1 0.354446
2 doc_226 2 0.708891
2 doc_233 2 0.472594
2 doc_240 1 0.078766
2 doc_243 3 0.193334
2 doc_244 1 0.070889
2 doc_252 1 0.118149
2 doc_255 1 0.078766
2 doc_258 9 0.708891
2 doc_259 2 0.083399
2 doc_270 1 0.141778
2 doc_271 1 0.118149
2 doc_273 1 0.177223
2 doc_275 2 0.128889
2 doc_277 1 0.118149
2 doc_279 1 0.177223
2 doc_280 2 0.177223
2 doc_282 1 0.118149
2 doc_287 1 0.141778
2 doc_29 1 0.078766
2 doc_291 1 0.064445
2 doc_292 7 0.551360
2 doc_293 1 0.070889
2 doc_294 2 0.354446
2 doc_295 7 0.708891
2 doc_296 4 0.567113
2 doc_298 4 0.405081
2 doc_299 4 0.472594
2 doc_300 3 0.354446
2 doc_301 5 0.590743
2 doc_303 4 0.354446
2 doc_309 1 0.354446
2 doc_321 1 0.101270
2 doc_324 2 0.128889
2 doc_332 4 0.283557
2 doc_337 2 0.472594
2 doc_343 3 0.354446
2 doc_345 2 0.236297
2 doc_346 12 0.708891
2 doc_347 1 0.064445
2 doc_348 1 0.118149
2 doc_357 2 0.472594
2 doc_359 3 0.265834
2 doc_362 1 0.141778
2 doc_364 4 0.283557
2 doc_366 1 0.236297
2 doc_368 6 0.425335
2 doc_375 1 0.177223
2 doc_377 2 0.283557
2 doc_380 1 0.078766
2 doc_384 1 0.070889
2 doc_385 4 0.283557
2 doc_387 1 0.101270
2 doc_388 1 0.118149
2 doc_39 1 0.177223
2 doc_390 5 0.506351
2 doc_395 4 0.354446
2 doc_396 1 0.118149
2 doc_4 2 0.354446
2 doc_401 1 0.070889
2 doc_402 1 0.118149
2 doc_409 1 0.236297
2 doc_411 1 0.141778
2 doc_412 1 0.177223
2 doc_414 1 0.141778
2 doc_416 1 0.236297
2 doc_418 2 0.157531
2 doc_420 4 0.189038
2 doc_427 2 0.128889
2 doc_43 3 0.708891
2 doc_430 1 0.078766
2 doc_435 1 0.064445
2 doc_436 2 0.157531
2 doc_453 2 0.354446
2 doc_460 2 0.283557
2 doc_461 2 0.472594
2 doc_466 1 0.141778
2 doc_469 1 0.141778
2 doc_472 1 0.064445
2 doc_474 1 0.118149
2 doc_480 4 0.218120
2 doc_481 2 0.128889
2 doc_482 2 0.236297
2 doc_485 1 0.050635
2 doc_486 1 0.177223
2 doc_487 2 0.472594
2 doc_495 1 0.101270
2 doc_496 1 0.141778
2 doc_499 1 0.029537
2 doc_5 2 0.354446
2 doc_502 1 0.070889
2 doc_505 4 0.354446
2 doc_507 1 0.177223
2 doc_510 2 0.283557
2 doc_512 3 0.265834
2 doc_513 1 0.070889
2 doc_518 2 0.236297
2 doc_519 1 0.118149
2 doc_522 1 0.236297
2 doc_535 2 0.283557
2 doc_536 1 0.070889
2 doc_551 1 0.088611
2 doc_552 1 0.141778
2 doc_558 1 0.177223
2 doc_560 1 0.177223
2 doc_561 1 0.101270
2 doc_562 1 0.101270
2 doc_563 1 0.177223
2 doc_565 1 0.118149
2 doc_569 4 0.283557
2 doc_570 2 0.141778
2 doc_576 3 0.354446
2 doc_578 1 0.141778
2 doc_58 1 0.078766
2 doc_585 1 0.118149
2 doc_586 1 0.070889
2 doc_587 1 0.236297
2 doc_589 3 0.303811
2 doc_593 1 0.064445
2 doc_594 1 0.088611
2 doc_6 1 0.141778
2 doc_614 2 0.202540
2 doc_62 2 0.472594
2 doc_630 2 0.283557
2 doc_638 3 0.531668
2 doc_64 1 0.141778
2 doc_640 1 0.088611
2 doc_644 1 0.236297
2 doc_646 1 0.078766
2 doc_647 1 0.118149
2 doc_650 1 0.088611
2 doc_652 3 0.303811
2 doc_666 1 0.064445
2 doc_670 1 0.101270
2 doc_686 1 0.070889
2 doc_687 1 0.118149
2 doc_692 1 0.177223
2 doc_694 4 0.315063
2 doc_70 1 0.118149
2 doc_700 2 0.128889
2 doc_712 1 0.059074
2 doc_717 1 0.354446
2 doc_742 3 0.708891
2 doc_75 2 0.202540
2 doc_752 1 0.236297
2 doc_753 1 0.177223
2 doc_758 1 0.118149
2 doc_773 1 0.177223
2 doc_780 3 0.425335
2 doc_781 1 0.177223
2 doc_785 1 0.177223
2 doc_793 1 0.354446
2 doc_80 1 0.035445
2 doc_825 1 0.236297
2 doc_83 2 0.283557
2 doc_830 1 0.236297
2 doc_831 1 0.078766
2 doc_835 1 0.177223
2 doc_84 2 0.177223
2 doc_851 1 0.064445
2 doc_855 2 0.354446
2 doc_861 1 0.141778
2 doc_862 2 0.109060
2 doc_864 1 0.101270
2 doc_865 1 0.041699
2 doc_866 1 0.141778
2 doc_876 1 0.088611
2 doc_880 1 0.118149
2 doc_888 1 0.118149
2 doc_893 3 0.354446
2 doc_904 2 0.354446
2 doc_907 1 0.059074
2 doc_908 2 0.101270
2 doc_914 2 0.283557
2 doc_918 3 0.265834
2 doc_919 1 0.141778
2 doc_922 1 0.118149
2 doc_927 1 0.078766
2 doc_932 3 0.354446
2 doc_933 2 0.202540
2 doc_943 3 0.303811
2 doc_949 1 0.141778
2 doc_950 1 0.088611
2 doc_951 1 0.236297
2 doc_953 1 0.177223
2 doc_954 1 0.118149
2 doc_957 2 0.177223
2 doc_958 1 0.177223
2 doc_963 1 0.141778
2 doc_965 2 0.283557
2 doc_967 1 0.354446
2 doc_968 1 0.236297
2 doc_970 1 0.236297
2 doc_972 1 0.177223
2 doc_974 1 0.101270
2 doc_977 1 0.118149
2 doc_983 1 0.088611
2 doc_987 1 0.039383
2 doc_992 1 0.101270
2 doc_994 2 0.141778
2 doc_996 1 0.141778
2 doc_999 5 0.322223
2% doc_335 1 1.356955
2% doc_385 1 0.271391
2,000 doc_137 1 0.120869
2,000 doc_564 1 0.317280
2,000 doc_905 1 0.230749
2,450 doc_988 1 0.502420
2,5 doc_297 1 0.602904
2,500 doc_890 1 0.753630
2,9 doc_136 1 0.753630
2-3 doc_435 1 0.230749
2-3 doc_458 1 0.282027
2-3 doc_93 2 1.269119
2-4 doc_477 1 0.271391
2-4 doc_697 1 0.452318
2-5% doc_903 1 0.120581
2.0 doc_561 1 0.430646
2.1 doc_80 1 0.135696
2.1 doc_943 1 0.387701
2.2 doc_733 2 0.548095
2.25 doc_569 1 0.301452
2.3 doc_80 1 0.150726
2.4 doc_385 1 0.271391
2.4 doc_472 1 0.246719
2.5 doc_131 1 0.217194
2.5 doc_164 1 0.542984
2.5 doc_304 1 0.180995
2.5 doc_347 2 0.394897
2.5 doc_869 1 0.542984
2.5 doc_942 1 0.361989
2.5 doc_946 1 0.723978
2.5% doc_385 1 0.253824
2.5% doc_974 1 0.362606
2.5% doc_985 1 0.362606
2.6 doc_290 1 0.678478
2.6 doc_423 1 0.542782
2.8 doc_918 1 0.376815
20 doc_137 1 0.061373
20 doc_149 2 0.515536
20 doc_150 1 0.161105
20 doc_160 1 0.322210
20 doc_17 1 0.257768
20 doc_174 2 0.368240
20 doc_203 1 0.429613
20 doc_208 1 0.161105
20 doc_229 1 0.161105
20 doc_243 1 0.117167
20 doc_259 4 0.303256
20 doc_264 1 0.128884
20 doc_276 1 0.257768
20 doc_283 1 0.161105
20 doc_290 1 0.322210
20 doc_292 1 0.143204
20 doc_302 1 0.214807
20 doc_331 1 0.214807
20 doc_340 1 0.322210
20 doc_347 1 0.117167
20 doc_378 1 0.107403
20 doc_385 1 0.128884
20 doc_404 1 0.322210
20 doc_410 7 1.288840
20 doc_414 1 0.257768
20 doc_423 1 0.257768
20 doc_435 2 0.234335
20 doc_439 1 0.214807
20 doc_48 1 0.161105
20 doc_518 1 0.214807
20 doc_533 2 0.234335
20 doc_547 1 0.257768
20 doc_567 2 0.368240
20 doc_569 2 0.257768
20 doc_6 1 0.257768
20 doc_626 2 0.515536
20 doc_661 1 0.257768
20 doc_663 1 0.322210
20 doc_675 1 0.071602
20 doc_721 2 0.515536
20 doc_732 2 0.117167
20 doc_733 2 0.234335
20 doc_758 2 0.429613
20 doc_762 2 0.515536
20 doc_770 1 0.644420
20 doc_775 1 0.214807
20 doc_776 1 0.161105
20 doc_80 1 0.064442
20 doc_806 1 0.322210
20 doc_829 1 0.429613
20 doc_873 1 0.214807
20 doc_93 1 0.322210
20 doc_958 1 0.322210
20 doc_959 2 0.234335
20 doc_977 1 0.214807
20 doc_991 1 0.644420
20% doc_300 1 0.361989
20% doc_554 1 0.310276
20% doc_862 1 0.167072
20% doc_908 1 0.155138
20% doc_922 1 0.361989
20% doc_954 1 0.361989
20% doc_983 1 0.271492
20,000 doc_186 1 0.904637
20,000 doc_507 2 1.356955
20-25 doc_80 1 0.150726
20-25% doc_997 1 0.430646
20-30 doc_454 2 1.205808
200 doc_121 1 0.317598
200 doc_188 1 0.317598
200 doc_274 2 0.544454
200 doc_411 1 0.381118
200 doc_435 1 0.173235
200 doc_5 1 0.476397
200 doc_697 1 0.317598
200 doc_757 1 0.635196
200 doc_854 1 0.476397
200 doc_863 1 0.381118
200 doc_870 2 1.270392
200 doc_902 1 0.272227
200 doc_983 1 0.238199
200-300 doc_121 1 0.502420
2000 doc_385 1 0.271391
2000 doc_982 1 1.356955
2012 doc_392 1 0.753630
202 doc_780 1 0.602904
2045 doc_430 1 0.334947
205% doc_410 1 0.430646
2078 doc_340 1 0.753630
2091 doc_457 1 0.376815
21 doc_1033 1 0.363331
21 doc_173 1 0.454164
21 doc_228 1 0.259522
21 doc_229 1 0.227082
21 doc_243 1 0.165151
21 doc_4 1 0.454164
21 doc_41 1 0.129761
21 doc_435 1 0.165151
21 doc_444 1 0.181666
21 doc_675 4 0.403701
21 doc_689 1 0.454164
21 doc_831 1 0.201851
21 doc_84 1 0.227082
21 doc_841 1 0.121110
21 doc_893 1 0.302776
21 doc_983 1 0.227082
21% doc_440 1 0.452318
21% doc_983 1 0.339239
21-25 doc_416 1 1.004840
21.1 doc_733 2 0.548095
21.3% doc_997 1 0.430646
210.0% doc_518 1 0.502420
211 doc_5 1 0.753630
212 doc_173 1 0.753630
2120 doc_364 1 0.301452
2127 doc_528 1 0.301452
2192 doc_515 1 1.004840
22 doc_1013 1 0.149228
22 doc_12 2 0.511640
22 doc_124 1 0.596913
22 doc_17 2 0.716296
22 doc_299 1 0.298457
22 doc_346 1 0.149228
22 doc_397 1 0.255820
22 doc_398 1 0.447685
22 doc_400 1 0.223843
22 doc_420 1 0.119383
22 doc_442 1 0.596913
22 doc_458 1 0.198971
22 doc_477 1 0.179074
22 doc_6 1 0.358148
22 doc_719 1 0.255820
22 doc_832 1 0.596913
22 doc_981 1 0.596913
22% doc_310 1 0.159642
22% doc_532 1 0.678478
22.2 doc_715 1 0.251210
22.5% doc_333 1 0.376815
22.6 doc_157 1 0.339239
22.6 doc_84 1 0.339239
2216 doc_462 1 0.602904
227-236 doc_178 1 0.753630
2281 doc_519 1 0.502420
2284 doc_520 1 0.602904
2285 doc_335 1 1.507260
23 doc_121 1 0.329551
23 doc_178 1 0.494327
23 doc_202 1 0.329551
23 doc_218 1 0.179755
23 doc_458 1 0.219701
23 doc_51 1 0.659103
23 doc_650 3 0.741490
23 doc_666 1 0.179755
23 doc_758 1 0.329551
23 doc_965 1 0.395462
23 doc_999 1 0.179755
23% doc_440 1 0.502420
23.9 doc_785 1 0.753630
230 doc_278 1 0.430646
2302 doc_347 1 0.274047
231 doc_197 1 0.274047
2317 doc_458 1 0.334947
2329 doc_649 1 0.301452
2333 doc_363 1 1.004840
2344 doc_293 1 0.301452
2349 doc_454 1 0.602904
235 doc_988 1 0.502420
2354 doc_536 1 0.301452
2365 doc_447 1 0.502420
2366 doc_448 1 0.753630
2371 doc_537 1 0.502420
2372 doc_538 1 0.502420
2373 doc_539 1 0.602904
2378 doc_395 1 0.376815
2379 doc_400 1 0.376815
24 doc_1011 1 0.359783
24 doc_118 1 0.110702
24 doc_138 1 0.359783
24 doc_151 1 0.205590
24 doc_153 1 0.359783
24 doc_154 1 0.239855
24 doc_188 1 0.239855
24 doc_190 2 0.411180
24 doc_229 1 0.179891
24 doc_274 2 0.411180
24 doc_304 2 0.239855
24 doc_32 1 0.205590
24 doc_322 1 0.179891
24 doc_341 1 0.205590
24 doc_342 1 0.205590
24 doc_375 1 0.359783
24 doc_378 1 0.119928
24 doc_40 1 0.179891
24 doc_407 1 0.130830
24 doc_41 2 0.205590
24 doc_440 1 0.239855
24 doc_449 1 0.359783
24 doc_48 2 0.359783
24 doc_561 1 0.205590
24 doc_668 1 0.239855
24 doc_671 1 0.287826
24 doc_678 1 0.205590
24 doc_735 1 0.479710
24 doc_736 1 0.239855
24 doc_748 1 0.179891
24 doc_79 1 0.479710
24 doc_831 1 0.159903
24 doc_845 1 0.239855
24 doc_851 3 0.392490
24 doc_863 1 0.287826
24 doc_880 1 0.239855
24 doc_902 1 0.205590
24 doc_954 1 0.239855
24 doc_960 1 0.479710
24% doc_299 1 0.452318
24% doc_922 1 0.452318
24,25 doc_758 1 0.502420
24,430 doc_988 1 0.502420
24-48 doc_977 1 0.502420
24.1% doc_719 1 0.430646
24.5% doc_409 1 1.004840
240 doc_700 1 0.274047
2406 doc_422 1 0.602904
2413 doc_398 1 0.753630
242 doc_831 1 0.334947
243 doc_305 1 0.334947
2431 doc_281 1 0.904637
2431 doc_322 1 0.339239
244 doc_299 1 0.502420
246 doc_959 1 0.246719
246 doc_974 1 0.387701
2469 doc_365 1 0.502420
2475 doc_367 1 1.004840
2476 doc_380 1 0.334947
248 doc_370 1 0.753630
2484 doc_169 1 1.004840
2496 doc_356 1 0.753630
2497 doc_314 1 0.753630
25 doc_1028 1 0.796971
25 doc_113 1 0.122611
25 doc_126 1 0.199243
25 doc_261 1 0.531314
25 doc_274 1 0.227706
25 doc_302 1 0.265657
25 doc_376 1 0.318788
25 doc_411 1 0.318788
25 doc_412 1 0.398486
25 doc_420 2 0.212526
25 doc_435 1 0.144904
25 doc_439 2 0.531314
25 doc_471 2 0.531314
25 doc_564 1 0.199243
25 doc_567 1 0.227706
25 doc_61 1 0.531314
25 doc_662 2 0.637577
25 doc_719 1 0.227706
25 doc_726 2 0.796971
25 doc_733 1 0.144904
25 doc_75 1 0.227706
25 doc_758 1 0.265657
25 doc_795 1 0.398486
25 doc_832 1 0.531314
25 doc_834 1 0.199243
25 doc_861 1 0.318788
25 doc_878 1 0.122611
25% doc_276 1 0.387987
25% doc_302 1 0.323323
25% doc_304 1 0.161661
25% doc_310 1 0.114114
25% doc_333 1 0.242492
25% doc_337 1 0.646645
25% doc_407 1 0.176358
25% doc_410 1 0.277134
25% doc_497 1 0.387987
25% doc_813 1 0.646645
25% doc_851 1 0.176358
25% doc_862 1 0.149226
25-50% doc_310 1 0.177325
25.7 doc_80 1 0.150726
250 doc_424 1 0.386205
250 doc_436 1 0.257470
250 doc_535 1 0.463445
250 doc_547 1 0.463445
250 doc_929 1 0.289653
2529 doc_482 1 0.502420
253 doc_983 1 0.376815
254 doc_908 1 0.215323
2542 doc_473 1 0.231886
2552 doc_523 1 1.004840
2555 doc_637 1 0.177325
256 doc_169 1 1.004840
2564 doc_480 1 0.231886
2565 doc_481 1 0.274047
2567 doc_472 1 0.274047
2568 doc_359 1 0.376815
2570 doc_532 1 0.753630
2579 doc_310 1 0.177325
2596 doc_337 1 1.004840
26 doc_113 1 0.141867
26 doc_118 1 0.141867
26 doc_119 2 1.229513
26 doc_191 1 0.614757
26 doc_192 1 0.263467
26 doc_25 1 0.307378
26 doc_252 1 0.307378
26 doc_376 1 0.368854
26 doc_4 1 0.461068
26 doc_440 1 0.307378
26 doc_60 1 0.307378
26 doc_61 1 0.614757
26 doc_75 1 0.263467
26 doc_758 1 0.307378
26 doc_963 1 0.368854
26% doc_901 1 0.334947
26.1 doc_733 1 0.274047
26.8 doc_356 1 0.753630
262 doc_997 1 0.430646
2625 doc_375 1 0.753630
2626 doc_393 1 0.502420
2627 doc_513 1 0.301452
263 doc_1022 1 0.602904
264 doc_542 1 0.251210
265 doc_486 1 0.753630
266 doc_543 1 0.602904
27 doc_242 1 0.288326
27 doc_256 1 0.403657
27 doc_27 1 1.009142
27 doc_342 1 0.288326
27 doc_61 1 0.672761
27 doc_741 1 0.336381
27 doc_842 1 0.672761
27 doc_895 2 0.672761
27 doc_904 1 0.504571
27 doc_993 1 1.009142
27% doc_333 1 0.317280
27% doc_959 1 0.230749
27% doc_983 1 0.317280
27-51 doc_123 1 0.376815
27.6 doc_715 1 0.251210
2701 doc_459 1 0.502420
271 doc_997 2 0.861292
2716 doc_388 1 0.502420
2717 doc_389 1 1.004840
2724 doc_394 1 0.301452
2725 doc_387 1 0.430646
2736 doc_493 1 1.507260
2753 doc_313 1 0.274047
2773 doc_406 1 1.004840
2774 doc_407 1 0.274047
28 doc_125 2 1.270392
28 doc_272 1 0.381118
28 doc_273 1 0.476397
28 doc_415 1 0.317598
28 doc_562 3 0.816681
28 doc_569 3 0.571676
28 doc_57 1 0.635196
28 doc_571 1 0.272227
28 doc_780 2 0.762235
28 doc_798 2 0.635196
28 doc_834 1 0.238199
28 doc_991 1 0.952794
28 doc_995 1 0.381118
28-39% doc_689 1 0.753630
28.4 doc_423 1 0.602904
280 doc_2 1 0.251210
28029 doc_445 1 0.502420
2803 doc_274 1 0.430646
281 doc_975 1 0.502420
2820 doc_450 1 0.753630
2837 doc_487 1 1.004840
288 doc_977 1 0.502420
29 doc_118 1 0.158740
29 doc_240 1 0.229292
29 doc_41 1 0.147402
29 doc_422 1 0.412725
29 doc_729 1 0.687875
29 doc_764 1 0.343938
29 doc_834 1 0.257953
29 doc_881 1 0.206363
29 doc_983 1 0.257953
29% doc_656 1 0.634560
29% doc_790 1 0.846080
29% doc_905 1 0.230749
29-35 doc_155 1 0.274047
29.5 doc_150 1 0.376815
29.6% doc_741 1 0.502420
290.6% doc_518 1 0.502420
2906 doc_494 1 0.753630
2933 doc_305 1 0.334947
295 doc_983 2 0.753630
2950 doc_311 1 0.430646
2953 doc_490 1 0.502420
2984 doc_649 1 0.301452
2996 doc_357 1 1.004840
3 doc_1001 1 0.112848
3 doc_1005 1 0.394967
3 doc_1007 1 0.263311
3 doc_1008 5 0.329139
3 doc_1012 3 0.592450
3 doc_1013 1 0.065828
3 doc_1017 1 0.087770
3 doc_1021 1 0.197483
3 doc_1031 2 0.225695
3 doc_104 1 0.087770
3 doc_107 2 0.131656
3 doc_112 1 0.098742
3 doc_113 3 0.182292
3 doc_117 1 0.157987
3 doc_120 1 0.131656
3 doc_122 1 0.098742
3 doc_126 1 0.098742
3 doc_132 1 0.131656
3 doc_136 1 0.197483
3 doc_137 1 0.037616
3 doc_14 1 0.157987
3 doc_146 1 0.197483
3 doc_148 1 0.065828
3 doc_15 1 0.098742
3 doc_150 1 0.098742
3 doc_152 9 0.789933
3 doc_155 1 0.071812
3 doc_159 1 0.087770
3 doc_16 1 0.157987
3 doc_165 1 0.087770
3 doc_17 1 0.157987
3 doc_175 2 0.315973
3 doc_180 1 0.157987
3 doc_183 1 0.087770
3 doc_188 1 0.131656
3 doc_195 1 0.197483
3 doc_196 1 0.056424
3 doc_2 3 0.197483
3 doc_200 1 0.087770
3 doc_207 1 0.065828
3 doc_208 1 0.098742
3 doc_212 1 0.087770
3 doc_219 1 0.131656
3 doc_226 1 0.394967
3 doc_229 1 0.098742
3 doc_240 1 0.087770
3 doc_243 3 0.215436
3 doc_244 2 0.157987
3 doc_252 1 0.131656
3 doc_255 1 0.087770
3 doc_259 2 0.092933
3 doc_264 2 0.157987
3 doc_265 4 0.451390
3 doc_269 1 0.197483
3 doc_270 1 0.157987
3 doc_271 1 0.131656
3 doc_273 1 0.197483
3 doc_280 1 0.098742
3 doc_283 2 0.197483
3 doc_284 1 0.098742
3 doc_288 1 0.131656
3 doc_29 1 0.087770
3 doc_291 1 0.071812
3 doc_293 1 0.078993
3 doc_300 2 0.263311
3 doc_304 1 0.065828
3 doc_308 1 0.078993
3 doc_313 2 0.143624
3 doc_32 1 0.112848
3 doc_322 1 0.098742
3 doc_324 2 0.143624
3 doc_332 2 0.157987
3 doc_341 1 0.112848
3 doc_342 2 0.225695
3 doc_343 1 0.131656
3 doc_348 1 0.131656
3 doc_356 1 0.197483
3 doc_358 1 0.087770
3 doc_359 1 0.098742
3 doc_364 1 0.078993
3 doc_368 1 0.078993
3 doc_370 1 0.197483
3 doc_373 1 0.197483
